Row Index,Standard Deviation,Sample Size
1027,11.021338491802497,13.1480236787142
1028,11.075416320622375,13.277365668960416
1029,11.27244982851562,13.75398093288927
1030,11.311084717735886,13.84842254274974
1031,11.514100479516472,14.349997520933789
1032,11.674521959583593,14.752648967937688
1033,11.571530043197145,14.493503188503613
1034,11.54539764132135,14.428114709006477
1035,11.519657680182227,14.363852717056318
1036,11.563480821560868,14.473346676124702
1037,11.550992298729959,14.442101220177992
1038,11.856080452594169,15.215074080556947
1039,11.866874741005324,15.242791615405308
1040,11.857458089508532,15.218610167475752
1041,11.920914992649244,15.381935219929842
1042,11.93574129892673,15.420220721135289
1043,11.934506265030688,15.417029715315532
1044,11.931891478119255,15.410274876779601
1045,11.882531551076346,15.283039942742098
1046,11.920047796239546,15.379697359191587
1047,11.803587769175454,15.080643145158
1048,11.823719081481103,15.132127835353465
1049,11.788765240446875,15.042791448192338
1050,11.81016541174691,15.097455443404622
1051,11.849709069712892,15.198725504792163
1052,11.975396637429771,15.522855299400865
1053,11.494681310244973,14.301634205122474
1054,11.562958610573476,14.472039462473205
1055,11.566596570139088,14.481147335014303
1056,11.555303241813245,14.452883098063516
1057,11.58842841016213,14.53586497908211
1058,11.892995497413484,15.30996877075998
1059,11.859507585991013,15.223871528439172
1060,11.889398708986342,15.300709809614938
1061,11.855575500879064,15.213778084940888
1062,11.875256509200035,15.264331687039553
1063,11.986028560386275,15.55043034647946
1064,12.114816220608363,15.88639865645072
1065,12.019717767682257,15.637968584458296
1066,12.075796280366799,15.784228217180413
1067,12.430963538336176,16.726357739008332
1068,12.440978847114392,16.75332059190607
1069,12.384231494416385,16.60083446310728
1070,12.36555976729042,16.55081398618499
1071,12.443878145083138,16.76113003017801
1072,12.627156292356162,17.25849447473532
1073,12.6825860043156,17.410347042790487
1074,12.70016622840942,17.458647908314212
1075,12.694176310711429,17.44218336744413
1076,12.699024554814859,17.45550918066855
1077,12.742595551660134,17.575496142140132
1078,12.964796970084373,18.19379244782957
1079,13.013864577619778,18.33176841618965
1080,12.806788083247584,17.753019999858157
1081,12.657587584548425,17.34178023388954
1082,12.543074909086915,17.029418866386465
1083,12.56019700818325,17.075943089793686
1084,12.542865221864703,17.028849496958916
1085,12.586127961542433,17.14652360165909
1086,12.450957862141234,16.780207332716234
1087,12.412995353854432,16.678038866050482
1088,12.423189189403477,16.70544288739904
1089,12.417583247032297,16.690369685334506
1090,12.417171680071082,16.689263336255102
1091,12.346266546766913,16.49920784726426
1092,12.379009963359447,16.586838681608047
1093,12.233751418315403,16.19985395301189
1094,12.110298982271402,15.874553776807447
1095,12.094508815157898,15.833184287411333
1096,12.137199747840283,15.945156813519487
1097,12.155014827053439,15.992000025048466
1098,12.168201818708418,16.02671833174414
1099,12.20970080911294,16.13622124290712
1100,11.868446401913188,15.246829424288114
1101,11.874574315972891,15.262577969200532
1102,12.244071100097411,16.22719599104011
1103,12.50885131020914,16.93661659692478
1104,12.538854888991679,17.01796196268103
1105,12.631066631447993,17.26918524525631
1106,12.63502781903233,17.28001840931889
1107,12.856005583495076,17.889734720763155
1108,13.191948503862267,18.836911204268002
1109,13.350596159387312,19.292704582285566
1110,13.345553546055557,19.2781333563363
1111,13.83123720102075,20.706841283702364
1112,14.054776387647667,21.381574199305
1113,14.221171225565154,21.890845043256437
1114,14.352524538153991,22.29710053228676
1115,14.284741063544594,22.086990315639706
1116,14.326361980521607,22.21588590053984
1117,14.31842990907459,22.191292188446557
1118,14.193321308018751,21.805189472397572
1119,14.16684362423314,21.723910062979222
1120,14.114719237187423,21.564345604713758
1121,14.125300516536605,21.59668969734516
1122,14.596821113566495,23.062605347093516
1123,14.358330646051892,22.31514412547098
1124,14.297719634526832,22.12714334233983
1125,14.377223896712293,22.373909034070323
1126,14.391087491850849,22.417079032602192
1127,14.420110925998912,22.50759014814369
1128,14.428220092004448,22.532911604459272
1129,14.440766514986704,22.57211676710624
1130,14.43801340861681,22.56351091995523
1131,14.436953090242842,22.56019694232791
1132,14.444865213345928,22.58493179700563
1133,14.464613089687582,22.646726670783107
1134,14.428998004242018,22.53534143989432
1135,14.448421802638599,22.596054810505397
1136,14.400319174702684,22.44584874734979
1137,14.396251061426415,22.43316856210538
1138,14.444858928656293,22.584912144450374
1139,14.279366897986627,22.07037442967091
1140,14.332126345656112,22.23376709627448
1141,14.395808433950886,22.431789121849786
1142,14.438530010884895,22.5651256254031
1143,14.563551676627034,22.957595429303407
1144,14.582624998737435,23.017768161607382
1145,14.63087402669042,23.17033633319066
1146,14.153774872228368,21.683848430137328
1147,14.080168993631405,21.458903689327972
1148,14.083976982559502,21.470512401931224
1149,14.020232114795322,21.276598748656927
1150,14.37391464518293,22.363610471273173
1151,14.313591911438836,22.17629846610952
1152,14.414030840909794,22.488613981636387
1153,14.839046791759108,23.83437699794057
1154,14.827705939655292,23.797959718839316
1155,15.015805045811518,24.40557465745531
1156,15.020333168108388,24.42029622438943
1157,14.875999431822326,23.953230963864474
1158,14.932285120247338,24.134835529012765
1159,14.901910600791057,24.036747604261148
1160,14.883435777663559,23.977184854358278
1161,14.904320109977855,24.044521298258257
1162,14.902151255055463,24.037523960082403
1163,14.950752811245412,24.194570566599097
1164,15.085661867964415,24.63318305516469
1165,15.205533644773576,25.026212558687632
1166,15.19645998924487,24.99635349759512
1167,15.088763504764165,24.643313342060672
1168,15.305067509581754,25.35492294611331
1169,15.33510067662193,25.454528618685753
1170,15.300808798226104,25.340814641747368
1171,15.214947937543633,25.057211408572492
1172,15.245470542121476,25.157846455139136
1173,15.236352094288126,25.12776120369977
1174,15.155344961293508,24.861277896642775
1175,15.21938997197291,25.071844550150555
1176,15.4169624397805,25.727016472056672
1177,15.379371759805604,25.601710721691102
1178,15.401344670781805,25.67491864982571
1179,15.421543711044983,25.742308713134506
1180,15.263321202282413,25.216794728160625
1181,15.246814206200073,25.162281239114165
1182,15.466667528801977,25.893174371093327
1183,15.499641307520232,26.003696681712547
1184,15.421872554210708,25.743406563350167
1185,15.381015306249141,25.607182967191704
1186,15.412716975378705,25.71284920735742
1187,15.290164889992163,25.305570558529613
1188,15.333236091017222,25.448338993564803
1189,15.397997184601985,25.66375896254573
1190,15.566184189452494,26.227453511498776
1191,15.520244356384346,26.07287396159959
1192,15.553230054252817,26.183818847609455
1193,15.605323400396173,26.35951058508471
1194,15.727860412642825,26.775099169185808
1195,15.604640351862166,26.357203112107364
1196,15.635533543641735,26.4616674411052
1197,15.50120944657819,26.008958671249886
1198,15.363912822423584,25.550268265172257
1199,15.005209169943079,24.37114331008267
1200,14.976935438517263,24.279386645413755
1201,15.097399050956723,24.67152895661655
1202,15.117819288226583,24.73831386226696
1203,15.527912283258164,26.098643437098712
1204,15.457993848251578,25.864140819047865
1205,15.557369669472392,26.19775876352176
1206,15.137706710284988,24.803442949865207
1207,15.164130169581261,24.8901092837563
1208,15.138994750231538,24.80766408918757
1209,15.159463866876795,24.874793283043665
1210,15.087281106670249,24.638471407039614
1211,15.10799158764174,24.70616084948814
1212,15.231492269618073,25.11173413399802
1213,15.197056576831386,24.99831616612918
1214,15.288639636158493,25.300522150789938
1215,15.339710264539184,25.469833705351952
1216,15.257002745793308,25.19592138879683
1217,15.26530309207685,25.223343781557677
1218,15.356408644853085,25.52531538655233
1219,15.195063652823745,24.991760096862073
1220,15.153603894634562,24.855566029862164
1221,15.12333355268234,24.756363884010952
1222,15.033878314673451,24.46435991230461
1223,14.943520798807764,24.171169321496542
1224,15.039307702620432,24.482033393860572
1225,15.185469203795709,24.960209525918614
1226,15.20158805349055,25.013226444909744
1227,15.140661485754762,24.813126815316025
1228,15.05061400911967,24.518857618237412
1229,15.048192239119029,24.510967673481456
1230,14.95879765645689,24.220615267482337
1231,15.009641721893706,24.38554395097145
1232,14.888811389137446,23.994508180585466
1233,14.902931267653301,24.04004038363582
1234,14.878433296765794,23.961069589906657
1235,14.915194659633212,24.0796210180012
1236,14.951579894617304,24.197247552937608
1237,15.027277013010268,24.44288027009726
1238,15.31960600875353,25.403115821562718
1239,15.422061643796658,25.744037853735076
1240,15.38191051340998,25.61016383681693
1241,15.38859260390155,25.63241940805743
1242,15.443236494661637,25.81478071682194
1243,15.450628574887686,25.83949970631623
1244,15.54234860463646,26.14719388462453
1245,15.545341072443595,26.15726342693212
1246,15.621310540847354,26.413547153133855
1247,15.30166612341128,25.343654482116776
1248,15.434177845871686,25.784504880856105
1249,15.44015244984271,25.804471220982983
1250,15.25612698913396,25.193028964507583
1251,15.298471887760659,25.333074568211387
1252,15.305781153098483,25.35728749605311
1253,15.195764964010747,24.994067083632096
1254,15.08039047811111,24.615970893659174
1255,15.130660107283347,24.780356317413656
1256,15.044142010658033,24.497775170709037
1257,15.075160378524487,24.59889949829495
1258,15.0167652999458,24.40869620881262
1259,15.071575850016004,24.587202777164116
1260,15.081168156025214,24.61850979217439
1261,15.084167876250458,24.628304257086935
1262,15.146217348101807,24.831340499130917
1263,15.153841193942206,24.856344492178152
1264,15.126161678461742,24.765623834156806
1265,15.158547786160275,24.871787025020357
1266,15.061111426686596,24.553072095618614
1267,15.04171026132562,24.489856123720344
1268,15.047333324934247,24.50816970058728
1269,15.048417192273229,24.511700500470322
1270,15.054426160828584,24.5312798944734
1271,15.125135033224382,24.762262155568685
1272,15.126832446186322,24.76782033976454
1273,15.172835463146864,24.918694886680537
1274,15.20990349563215,25.040598970023346
1275,15.238287746525033,25.134146156797122
1276,15.460140705354664,25.87132551207301
1277,15.479974695885264,25.937749328803843
1278,15.255274175076705,25.190212473958102
1279,15.291727824968,25.310744208782626
1280,15.348632001887829,25.4994693691159
